-51 "2021-01-31 18:56:58.147165"
-50 "2021-01-31 18:57:03.175724"
-57 "2021-01-31 18:57:08.201901"
-52 "2021-01-31 18:57:13.220214"
-55 "2021-01-31 18:57:18.252249"
-48 "2021-01-31 18:57:23.285182"
-51 "2021-01-31 18:57:28.318401"
-54 "2021-01-31 18:57:33.353126"
-54 "2021-01-31 18:57:38.385855"
-56 "2021-01-31 18:57:43.420210"
-56 "2021-01-31 18:57:48.452000"
-52 "2021-01-31 18:57:53.481017"
-54 "2021-01-31 18:57:58.513554"
-53 "2021-01-31 18:58:03.542182"
-57 "2021-01-31 18:58:08.574742"
-52 "2021-01-31 18:58:13.607328"
-50 "2021-01-31 18:58:18.639826"
-50 "2021-01-31 18:58:23.672334"
-49 "2021-01-31 18:58:28.700871"
-52 "2021-01-31 18:58:33.732641"
-49 "2021-01-31 18:58:38.764882"
-57 "2021-01-31 18:58:43.792985"
-59 "2021-01-31 18:58:48.823024"
-67 "2021-01-31 18:58:53.855411"
-71 "2021-01-31 18:58:58.888447"
-69 "2021-01-31 18:59:03.921103"
-72 "2021-01-31 18:59:08.952361"
-60 "2021-01-31 18:59:13.980799"
-61 "2021-01-31 18:59:19.013184"
-58 "2021-01-31 18:59:24.045461"
-57 "2021-01-31 18:59:29.079707"
-58 "2021-01-31 18:59:34.113637"
-58 "2021-01-31 18:59:39.141916"
-62 "2021-01-31 18:59:44.174511"
-58 "2021-01-31 18:59:49.201582"
-57 "2021-01-31 18:59:54.234092"
-57 "2021-01-31 18:59:59.266347"
-58 "2021-01-31 19:00:04.299277"
-58 "2021-01-31 19:00:09.333145"
-58 "2021-01-31 19:00:14.361531"
-68 "2021-01-31 19:00:19.392069"
-70 "2021-01-31 19:00:24.423419"
-69 "2021-01-31 19:00:29.454819"
-71 "2021-01-31 19:00:34.485148"
-72 "2021-01-31 19:00:39.511639"
-71 "2021-01-31 19:00:44.545561"
-68 "2021-01-31 19:00:49.572771"
-74 "2021-01-31 19:00:54.603447"
-77 "2021-01-31 19:00:59.634834"
-78 "2021-01-31 19:01:04.665491"
-62 "2021-01-31 19:01:09.695583"
-62 "2021-01-31 19:01:14.721745"
-61 "2021-01-31 19:01:19.741649"
-61 "2021-01-31 19:01:24.769784"
-61 "2021-01-31 19:01:29.798153"
-61 "2021-01-31 19:01:34.831302"
-61 "2021-01-31 19:01:39.862037"
-61 "2021-01-31 19:01:44.890260"
-61 "2021-01-31 19:01:49.918516"
-61 "2021-01-31 19:01:54.949677"
-62 "2021-01-31 19:01:59.984755"
-62 "2021-01-31 19:02:05.019570"
-61 "2021-01-31 19:02:10.050241"
-60 "2021-01-31 19:02:15.084378"
-59 "2021-01-31 19:02:20.118835"
-61 "2021-01-31 19:02:25.149180"
-61 "2021-01-31 19:02:30.179394"
-62 "2021-01-31 19:02:35.210144"
-61 "2021-01-31 19:02:40.243983"
-60 "2021-01-31 19:02:45.278380"
-61 "2021-01-31 19:02:50.313868"
-62 "2021-01-31 19:02:55.347987"
-63 "2021-01-31 19:03:00.383529"
-61 "2021-01-31 19:03:05.414186"
-63 "2021-01-31 19:03:10.448517"
-62 "2021-01-31 19:03:15.478717"
-63 "2021-01-31 19:03:20.508839"
-61 "2021-01-31 19:03:25.539689"
-58 "2021-01-31 19:03:30.569594"
-59 "2021-01-31 19:03:35.603881"
-59 "2021-01-31 19:03:40.633916"
-60 "2021-01-31 19:03:45.661127"
-61 "2021-01-31 19:03:50.692847"
-60 "2021-01-31 19:03:55.725455"
-62 "2021-01-31 19:04:00.759410"
-62 "2021-01-31 19:04:05.796011"
-59 "2021-01-31 19:04:10.830316"
-60 "2021-01-31 19:04:15.864962"
-60 "2021-01-31 19:04:20.895465"
-62 "2021-01-31 19:04:25.920034"
-61 "2021-01-31 19:04:30.949667"
-61 "2021-01-31 19:04:35.983638"
-60 "2021-01-31 19:04:41.015267"
-61 "2021-01-31 19:04:46.049398"
-61 "2021-01-31 19:04:51.082910"
-60 "2021-01-31 19:04:56.116944"
-61 "2021-01-31 19:05:01.144939"
-60 "2021-01-31 19:05:06.175474"
-61 "2021-01-31 19:05:11.206678"
-61 "2021-01-31 19:05:16.236843"
-61 "2021-01-31 19:05:21.271007"
-61 "2021-01-31 19:05:26.304925"
-61 "2021-01-31 19:05:31.335642"
-61 "2021-01-31 19:05:36.365519"
-61 "2021-01-31 19:05:41.397562"
-61 "2021-01-31 19:05:46.428370"
-60 "2021-01-31 19:05:51.456653"
-60 "2021-01-31 19:05:56.491334"
-61 "2021-01-31 19:06:01.525577"
-61 "2021-01-31 19:06:06.559677"
-61 "2021-01-31 19:06:11.593990"
-61 "2021-01-31 19:06:16.648707"
-61 "2021-01-31 19:06:21.679419"
-61 "2021-01-31 19:06:26.713789"
-60 "2021-01-31 19:06:31.748014"
-60 "2021-01-31 19:06:36.782713"
-61 "2021-01-31 19:06:41.815232"
-61 "2021-01-31 19:06:46.851205"
-60 "2021-01-31 19:06:51.881467"
-60 "2021-01-31 19:06:56.915561"
-61 "2021-01-31 19:07:01.943946"
-60 "2021-01-31 19:07:06.973762"
-60 "2021-01-31 19:07:12.005865"
-60 "2021-01-31 19:07:17.038474"
-61 "2021-01-31 19:07:22.073445"
-61 "2021-01-31 19:07:27.102380"
-61 "2021-01-31 19:07:32.128477"
-61 "2021-01-31 19:07:37.156857"
-61 "2021-01-31 19:07:42.189313"
-61 "2021-01-31 19:07:47.222042"
-61 "2021-01-31 19:07:52.252731"
-61 "2021-01-31 19:07:57.281867"
-61 "2021-01-31 19:08:02.314796"
-61 "2021-01-31 19:08:07.343819"
-61 "2021-01-31 19:08:12.375663"
-60 "2021-01-31 19:08:17.407952"
-60 "2021-01-31 19:08:22.436413"
-60 "2021-01-31 19:08:27.464553"
-61 "2021-01-31 19:08:32.492945"
-60 "2021-01-31 19:08:37.521435"
-60 "2021-01-31 19:08:42.554033"
-62 "2021-01-31 19:08:47.586727"
-61 "2021-01-31 19:08:52.615052"
-60 "2021-01-31 19:08:57.643856"
-60 "2021-01-31 19:09:02.676366"
-58 "2021-01-31 19:09:07.708938"
-60 "2021-01-31 19:09:12.741346"
-61 "2021-01-31 19:09:17.774089"
-56 "2021-01-31 19:09:22.806547"
-57 "2021-01-31 19:09:27.834826"
-56 "2021-01-31 19:09:32.863181"
-56 "2021-01-31 19:09:37.890047"
-56 "2021-01-31 19:09:42.922613"
-56 "2021-01-31 19:09:47.950896"
-56 "2021-01-31 19:09:52.980897"
-56 "2021-01-31 19:09:58.014124"
-56 "2021-01-31 19:10:03.047142"
-55 "2021-01-31 19:10:08.076192"
-57 "2021-01-31 19:10:13.109088"
-56 "2021-01-31 19:10:18.141907"
-56 "2021-01-31 19:10:23.170312"
-56 "2021-01-31 19:10:28.201158"
-55 "2021-01-31 19:10:33.228040"
-58 "2021-01-31 19:10:38.259038"
-70 "2021-01-31 19:10:43.285621"
-60 "2021-01-31 19:10:48.312601"
-60 "2021-01-31 19:10:53.340014"
-60 "2021-01-31 19:10:58.373125"
-60 "2021-01-31 19:11:03.405862"
-60 "2021-01-31 19:11:08.438591"
-60 "2021-01-31 19:11:13.471250"
-60 "2021-01-31 19:11:18.503653"
-60 "2021-01-31 19:11:23.531913"
-60 "2021-01-31 19:11:28.562917"
-60 "2021-01-31 19:11:33.591641"
-60 "2021-01-31 19:11:38.621359"
-60 "2021-01-31 19:11:43.653885"
-60 "2021-01-31 19:11:48.682219"
-60 "2021-01-31 19:11:53.715291"
-60 "2021-01-31 19:11:58.748562"
-60 "2021-01-31 19:12:03.781886"
-60 "2021-01-31 19:12:08.810280"
-60 "2021-01-31 19:12:13.838764"
-60 "2021-01-31 19:12:18.869764"
-60 "2021-01-31 19:12:23.902496"
-59 "2021-01-31 19:12:28.935384"
-60 "2021-01-31 19:12:33.967798"
-60 "2021-01-31 19:12:39.000754"
-59 "2021-01-31 19:12:44.033069"
-59 "2021-01-31 19:12:49.062124"
-60 "2021-01-31 19:12:54.090445"
-60 "2021-01-31 19:12:59.122537"
-59 "2021-01-31 19:13:04.150118"
-59 "2021-01-31 19:13:09.182809"
-60 "2021-01-31 19:13:14.216050"
-60 "2021-01-31 19:13:19.248409"
-60 "2021-01-31 19:13:24.279706"
-60 "2021-01-31 19:13:29.308736"
-60 "2021-01-31 19:13:34.337714"
-59 "2021-01-31 19:13:39.366073"
-59 "2021-01-31 19:13:44.393944"
-60 "2021-01-31 19:13:49.422330"
-60 "2021-01-31 19:13:54.454732"
-59 "2021-01-31 19:13:59.487753"
-59 "2021-01-31 19:14:04.519704"
-59 "2021-01-31 19:14:09.548140"
-60 "2021-01-31 19:14:14.580717"
-60 "2021-01-31 19:14:19.613336"
-60 "2021-01-31 19:14:24.641795"
-60 "2021-01-31 19:14:29.673508"
-60 "2021-01-31 19:14:34.709435"
-60 "2021-01-31 19:14:39.742078"
-60 "2021-01-31 19:14:44.773878"
-60 "2021-01-31 19:14:49.805209"
-59 "2021-01-31 19:14:54.835546"
-60 "2021-01-31 19:14:59.857226"
-60 "2021-01-31 19:15:04.889377"
-60 "2021-01-31 19:15:09.917558"
-60 "2021-01-31 19:15:14.950627"
-60 "2021-01-31 19:15:19.983144"
-60 "2021-01-31 19:15:25.010810"
-60 "2021-01-31 19:15:30.039072"
-60 "2021-01-31 19:15:35.064701"
-60 "2021-01-31 19:15:40.089603"
-60 "2021-01-31 19:15:45.122466"
-60 "2021-01-31 19:15:50.151358"
-60 "2021-01-31 19:15:55.179873"
-59 "2021-01-31 19:16:00.208375"
-60 "2021-01-31 19:16:05.236833"
-60 "2021-01-31 19:16:10.265188"
-60 "2021-01-31 19:16:15.297320"
-59 "2021-01-31 19:16:20.330539"
-60 "2021-01-31 19:16:25.359199"
-60 "2021-01-31 19:16:30.391590"
-60 "2021-01-31 19:16:35.423539"
-59 "2021-01-31 19:16:40.450126"
-60 "2021-01-31 19:16:45.482545"
-60 "2021-01-31 19:16:50.512735"
-60 "2021-01-31 19:16:55.543532"
-60 "2021-01-31 19:17:00.570129"
-59 "2021-01-31 19:17:05.602574"
-60 "2021-01-31 19:17:10.636221"
-60 "2021-01-31 19:17:15.669203"
-59 "2021-01-31 19:17:20.698595"
-59 "2021-01-31 19:17:25.731054"
-60 "2021-01-31 19:17:30.760317"
-60 "2021-01-31 19:17:35.792943"
-59 "2021-01-31 19:17:40.821464"
-60 "2021-01-31 19:17:45.850871"
-60 "2021-01-31 19:17:50.881226"
-59 "2021-01-31 19:17:55.909869"
-60 "2021-01-31 19:18:00.942530"
-59 "2021-01-31 19:18:05.973431"
-59 "2021-01-31 19:18:11.000941"
-60 "2021-01-31 19:18:16.030364"
-59 "2021-01-31 19:18:21.058914"
-60 "2021-01-31 19:18:26.087292"
-59 "2021-01-31 19:18:31.119593"
-59 "2021-01-31 19:18:36.152107"
-59 "2021-01-31 19:18:41.179341"
-60 "2021-01-31 19:18:46.211613"
-60 "2021-01-31 19:18:51.241350"
-60 "2021-01-31 19:18:56.276681"
-59 "2021-01-31 19:19:01.306587"
-59 "2021-01-31 19:19:06.333191"
-59 "2021-01-31 19:19:11.360047"
-59 "2021-01-31 19:19:16.390709"
-59 "2021-01-31 19:19:21.421365"
-59 "2021-01-31 19:19:26.438966"
-60 "2021-01-31 19:19:31.469370"
-60 "2021-01-31 19:19:36.500123"
-60 "2021-01-31 19:19:41.530692"
-59 "2021-01-31 19:19:46.561224"
-59 "2021-01-31 19:19:51.588368"
-60 "2021-01-31 19:19:56.615477"
-60 "2021-01-31 19:20:01.646561"
-59 "2021-01-31 19:20:06.675511"
-59 "2021-01-31 19:20:11.706410"
-60 "2021-01-31 19:20:16.729177"
-60 "2021-01-31 19:20:21.760100"
-60 "2021-01-31 19:20:26.790956"
-59 "2021-01-31 19:20:31.821728"
-59 "2021-01-31 19:20:36.852738"
-60 "2021-01-31 19:20:41.883905"
-60 "2021-01-31 19:20:46.915015"
-60 "2021-01-31 19:20:51.941770"
-59 "2021-01-31 19:20:56.972550"
-59 "2021-01-31 19:21:02.003688"
-60 "2021-01-31 19:21:07.034803"
-59 "2021-01-31 19:21:12.061549"
-59 "2021-01-31 19:21:17.092295"
-60 "2021-01-31 19:21:22.123163"
-59 "2021-01-31 19:21:27.155090"
-59 "2021-01-31 19:21:32.186088"
-59 "2021-01-31 19:21:37.216723"
-59 "2021-01-31 19:21:42.247368"
-60 "2021-01-31 19:21:47.274050"
-59 "2021-01-31 19:21:52.300946"
-59 "2021-01-31 19:21:57.327716"
-59 "2021-01-31 19:22:02.358439"
-60 "2021-01-31 19:22:07.389464"
-59 "2021-01-31 19:22:12.420070"
-59 "2021-01-31 19:22:17.450555"
-59 "2021-01-31 19:22:22.481290"
-60 "2021-01-31 19:22:27.508166"
-59 "2021-01-31 19:22:32.539011"
-60 "2021-01-31 19:22:37.569731"
-60 "2021-01-31 19:22:42.596202"
-59 "2021-01-31 19:22:47.625656"
-60 "2021-01-31 19:22:52.652373"
-59 "2021-01-31 19:22:57.683703"
-59 "2021-01-31 19:23:02.708164"
-59 "2021-01-31 19:23:07.739138"
-59 "2021-01-31 19:23:12.770879"
-60 "2021-01-31 19:23:17.798746"
-60 "2021-01-31 19:23:22.829658"
-59 "2021-01-31 19:23:27.856819"
-59 "2021-01-31 19:23:32.883697"
-59 "2021-01-31 19:23:37.910600"
-60 "2021-01-31 19:23:42.941486"
-59 "2021-01-31 19:23:47.968117"
-59 "2021-01-31 19:23:52.990015"
-60 "2021-01-31 19:23:58.020982"
-59 "2021-01-31 19:24:03.051949"
-59 "2021-01-31 19:24:08.078897"
-59 "2021-01-31 19:24:13.110386"
-59 "2021-01-31 19:24:18.135669"
-60 "2021-01-31 19:24:23.166285"
-59 "2021-01-31 19:24:28.194049"
-60 "2021-01-31 19:24:33.224822"
-59 "2021-01-31 19:24:38.256099"
-60 "2021-01-31 19:24:43.288230"
-59 "2021-01-31 19:24:48.315597"
-59 "2021-01-31 19:24:53.342393"
-59 "2021-01-31 19:24:58.368994"
-60 "2021-01-31 19:25:03.399963"
-60 "2021-01-31 19:25:08.430874"
-60 "2021-01-31 19:25:13.462016"
-60 "2021-01-31 19:25:18.492898"
-60 "2021-01-31 19:25:23.524058"
-60 "2021-01-31 19:25:28.555823"
-60 "2021-01-31 19:25:33.583714"
-60 "2021-01-31 19:25:38.615904"
-60 "2021-01-31 19:25:43.648468"
-60 "2021-01-31 19:25:48.678500"
-59 "2021-01-31 19:25:53.709499"
-59 "2021-01-31 19:25:58.736152"
-60 "2021-01-31 19:26:03.760809"
-60 "2021-01-31 19:26:08.787451"
-59 "2021-01-31 19:26:13.815851"
-59 "2021-01-31 19:26:18.842333"
-59 "2021-01-31 19:26:23.869059"
-59 "2021-01-31 19:26:28.895513"
-60 "2021-01-31 19:26:33.926109"
-59 "2021-01-31 19:26:38.954353"
-59 "2021-01-31 19:26:43.986269"
-60 "2021-01-31 19:26:49.013865"
-55 "2021-01-31 19:26:54.044626"
-49 "2021-01-31 19:26:59.075425"
-50 "2021-01-31 19:27:04.106797"
-58 "2021-01-31 19:27:09.139018"
-66 "2021-01-31 19:27:14.169893"
-67 "2021-01-31 19:27:19.201377"
-65 "2021-01-31 19:27:24.234016"
-64 "2021-01-31 19:27:29.266359"
-58 "2021-01-31 19:27:34.298902"
-58 "2021-01-31 19:27:39.327092"
-61 "2021-01-31 19:27:44.359944"
-61 "2021-01-31 19:27:49.394058"
-61 "2021-01-31 19:27:54.422594"
-63 "2021-01-31 19:27:59.455245"
-54 "2021-01-31 19:28:04.483600"
-52 "2021-01-31 19:28:09.515787"
-52 "2021-01-31 19:28:14.548675"
-51 "2021-01-31 19:28:19.581752"
-52 "2021-01-31 19:28:24.610006"
-52 "2021-01-31 19:28:29.642353"
-58 "2021-01-31 19:28:34.674712"
-65 "2021-01-31 19:28:39.707295"
-63 "2021-01-31 19:28:44.739746"
-61 "2021-01-31 19:28:49.768542"
-64 "2021-01-31 19:28:54.801133"
-67 "2021-01-31 19:28:59.829860"
-60 "2021-01-31 19:29:04.858979"
-59 "2021-01-31 19:29:09.894072"
